wYear,hv_size,n
2011,175.61875284136386,12
2012,0.15546301755013356,7
2013,117.17803880558247,11
2014,35.0272446486282,17
2016,3.0296299018772044,8
2017,16.646783341008405,14
2018,7.894879946642764,14
2019,0.33631930138204064,4
2020,159.99159904873983,10
2021,0.02481640197351575,4
2022,0.575414915438508,4
