year,hv_size
2011,175.61875284136386
2012,0.15546301755013356
2013,117.17803880558247
2014,35.0272446486282
2016,3.0296299018772044
2017,16.646783341008405
2018,7.894879946642764
2019,0.33631930138204064
2020,159.99159904873983
2021,0.02481640197351575
2022,0.575414915438508
