year,hv_size
2011,191.23469122854416
2012,0.14708140086132723
2013,127.44407748531034
2014,22.38399527707808
2016,2.749488520284486
2017,17.680227193545424
2018,8.228284720455889
2019,0.30411943159377547
2020,169.76889747543933
2021,0.019603469056999306
2022,14.116824004563528
