wYear,hv_size,n
2011,120.49928372670983,12
2012,6.433142052640375,7
2013,43.132718753500505,11
2014,74.74717951265141,22
2016,1.4914971069143017,8
2017,16.023844086237684,14
2018,6.033053668940557,14
2019,5.556380676848978,4
2020,317.92541142089135,10
2021,0.01934975366207356,4
2022,14.76634796489617,7
