year,hv_size
2011,120.49928372670983
2012,6.433142052640375
2013,43.132718753500505
2014,74.74717951265141
2016,1.4914971069143015
2017,16.023844086237684
2018,6.033053668940557
2019,5.556380676848978
2020,317.92541142089135
2021,0.019349753662073563
2022,14.76634796489617
