rep,vol_2012,vol_2013,vol_2014,vol_2015,vol_2017,vol_2018,vol_2019,vol_2020,vol_2021
1,8.92737585011044,72.12879893060045,25.502009778281668,19.064583167791678,13.487023032429455,16.719669105082755,15.407439253366652,30.919383989143473,19.17756265016525
2,8.051872905262023,46.60960584107241,11.349087831639098,16.009420720837575,8.95619931436197,19.572318771153107,28.349906605871638,24.46931393049934,17.478775645209417
3,6.798005523499581,50.78962859603785,13.320297166579914,29.446044855326683,14.830101891782604,19.114663352386387,14.148062600940703,32.368733055058726,17.13867998519314
4,7.538951717624991,56.32278301453928,16.85038635049192,21.540756716693398,13.091646113001755,14.414925298941958,13.910364022936164,20.815513039470353,12.590150579316134
5,7.783280266964491,66.64315465857976,19.68236306655389,18.72904783071442,10.624947411669718,16.93653036976364,16.38856932272248,26.862614989889845,18.630243214238845
6,4.848240408623331,52.40751137226064,11.519123856533012,17.05028904923325,13.03678250946797,18.97693796628666,18.178145434860255,35.767612549010565,21.95367297823503
7,7.2397342519388985,40.210674404974505,21.728513186534514,19.092477888138333,15.288467953753571,13.055594394005103,24.497154979254795,25.69310686908842,20.354196580969145
8,4.182510713294914,48.72168383054884,14.424760779812834,19.49303990947338,14.5199532553293,11.126442853093387,21.044647512448,22.14873112223015,21.143118235646924
9,9.610750706055224,30.905974511914746,14.631592979492414,26.803170267592197,17.769687487648593,16.031962892395967,18.349717022719762,13.146622347617974,35.739977912007
10,9.279086519495037,71.58631462939637,17.31812265763625,25.263399830827854,15.427600586720692,19.853651337999086,26.30070575587564,16.269095701822305,21.702539503934407
11,8.437390654170917,42.91598407651203,20.70226908128596,25.886764324411843,16.880678313309833,21.877681646420502,26.732581955359105,25.90173292439032,13.46351590898388
12,9.016993578249371,66.3233001879039,17.97210411233467,22.432910476999965,16.956343142429823,15.270487916852634,19.341590110202887,24.093969341448137,15.656975217428842
13,8.658972715640983,48.960897548362496,19.085920829521005,19.86150467101645,13.375160357019366,19.44094471836066,22.94402297822359,22.335893712801298,16.701803201283724
14,5.511544032802403,50.85374364995366,14.639659720744422,13.947612885261142,16.503432578668104,21.044101660392435,38.135294012665916,31.17702660728505,10.942917612874883
15,8.9150204354,48.544802031019884,20.414058206176453,20.424884559483427,17.423729963263387,20.04607329973798,23.57178353956953,22.940398232555825,12.427828598888748
16,8.033048641105749,67.38713066462478,11.034495863558606,17.05540399267322,13.298759109028506,16.826896944883604,25.98124481932244,34.705994331166664,17.578191217992195
17,8.522234458989525,49.262952677937655,12.50946269362,18.51191869461143,9.492207026828728,16.816091700599333,16.356281231200406,28.13150032133869,27.803600653897533
18,9.370569073150135,62.410799076352866,14.116082788769875,17.959510809639,13.082210981925515,13.51291299109858,21.945040731018384,26.682813613194735,16.68785416121191
19,7.630908243467488,33.97614570514859,13.81029019972325,20.994956536930115,12.93767657512865,16.549559306620367,14.211704179284864,20.24597904166919,20.311154005618302
20,7.291391835956828,31.089126481195862,18.896458355172605,13.353900987789576,11.02161560871321,11.792969302616898,23.137462608391388,16.75628144438304,13.064867969084888
