season,site,Source,species_name,functional_grp,group,sampleID,d13C,C%,d15N,N%,d34S,S%
wet19,SRS6,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS6-Fch2,-26.45,36.76223333,7.79,12.16475,0.06,1.03
wet19,TS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-TS3-Fch2,-25.95,30.83267143,8.28,10.51028571,14.16,0.79
wet19,TS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-TS3-Fch1,-21.21,38.95259167,9.15,11.703,17.16,0.71
wet19,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS3-Fch2,-29.94,44.09297778,10.54,13.18222222,21.73,1.05
wet19,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS3-Fch3,-29.23,49.81236667,9.97,14.69444444,21.59,1.06
wet19,TS7,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS7-Fca2,-17.16,42.95374546,10.83,13.01981818,2.99,1.2
wet19,TS7,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS7-Fca1,-17.75,45.75258182,10.55,14.04945455,2,1.33
wet19,TS10,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS10-Fca2,-10.61,39.6243,7.12,12.034,4.69,1.16
wet19,TS10,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS10-Fca1,-11.05,40.9522,7.53,12.47,4.88,1.26
wet19,TS10,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS10-Fca3,-11.14,39.94796364,6.84,12.23163636,4.33,1.2
wet19,RB10,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-RB10-Rha2,,,9.58,4.803777778,16.82,0.35
wet19,TS7,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-TS7-Rha1,-24.13,18.120875,7.8,5.36325,4.72,0.31
wet19,TS7,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-TS7-Rha2,-23.32,19.76026667,8.18,5.7765,4.13,0.37
wet19,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-SRS4-Rha1,-31.55,26.1825375,5.92,5.787076923,4.11,0.39
wet19,RB10,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-RB10-Rha1,-31.13,25.26788182,9.34,5.2495,19.36,0.28
wet19,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-SRS4-Rha2,-32.32,20.20922727,6.28,5.392444444,3.19,0.38
dry19,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10 HC1,-14.91,25.257,10.21,4.714,14.13,0.674
dry19,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10 HC2,-14.63,34.262,5.17,6.982,9.78,0.826
dry19,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10_HC5_d19,-15.42,42.97162264,6.75,6.468301887,10.77,0.92
dry19,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10_HC4_d19,-16.29,41.18050704,5.83,5.681126761,11.87,1.24
wet19,TS10,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS10-Pag1,-14.44,25.7936875,5.25,4.106769231,10.48,0.52
wet19,TS9,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS9-Pag1,-16.2,24.09048333,9.82,4.457333333,13.67,0.69
wet19,TS10,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS10-Pag2,-12.68,20.67863077,4.19,5.015636364,13.03,0.63
wet19,TS10,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS10-Pag3,-13.31,23.07417778,3.72,6.089818182,11.23,1.1
dry19,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,RB10 HG1,-31.36,86.746,10.38,25.585,16.71,0.821
dry19,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,RB10 HG2,-31.94,40.489,9.83,11.873,15.83,0.805
dry19,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,RB10 HG3,-31.4,24.566,10.35,7.359,22.79,0.881
wet19,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,W19-RB10-Tmac2,-31.49,47.84736,11.32,14.934,15.55,0.86
wet19,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,W19-RB10-Tmac1,-30.87,42.23074444,9.31,12.93,14.9,1.05
wet19,SRS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-SRS3-Msa3,-29.05,52.37511111,11.64,15.72572222,23.86,1.04
wet19,SRS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-SRS3-Msa1,-28.44,50.32284,12.14,15.463,23.21,1.09
wet19,RB10,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-RB10-Msa1,-29.94,37.81638889,13.05,11.48888889,22.61,1.04
wet19,RB10,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-RB10-Msa4,-27.98,55.33443333,12.25,15.82044444,18.12,0.97
wet19,RB10,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-RB10-Msa3,-29.31,49.19473333,11.91,14.97311111,22.92,1.06
wet19,RB10,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-RB10-Msa2,-29.85,51.37291,12.57,14.4122,23.2,1.04
wet19,TS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-TS3-Msa3,-26.58,44.149225,10.76,13.49433333,15.05,1.06
wet19,TS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-TS3-Msa5,-28.16,45.94977273,11.21,14.08672727,14.69,1.21
wet19,SRS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-SRS3-Msa2,-29.32,48.12513,12.01,14.9104,22.76,1.4
wet19,TS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-TS3-Msa2,-21.32,46.06349167,11.11,14.42616667,16.24,1.17
wet19,TS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-TS3-Msa4,-27.03,43.07614546,10.6,13.03018182,15.15,1.02
wet19,TS3,Largemouth Bass,Micropterus salmoides,Predator,Predator,W19-TS3-Msa1,-22.33,42.73394167,10.46,12.7275,24.01,1.11
wet19,TS9,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS9-Lgr1,-13.95,46.91056,15.91,13.62353,6.89,1.09
wet19,RB10,Mangrove snapper,Lutjanus griseus,Predator,Predator,W19-RB10-Lgr2,-30.01,47.728,13.49,14.11861539,22,1.14
wet19,SRS4,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-SRS4-Lgr2,-31.07,44.91525833,12.07,13.66883333,3.35,1
wet19,TS9,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS9-Lgr3,-11.62,45.19160909,13.9,12.74690909,8.72,1.03
wet19,TS10,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS10-Lgr2,-7.28,47.638025,12.43,14.799,3.95,1.5
wet19,TS7,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS7-Lgr3,-14.53,54.36245833,14.3,16.79866667,6.27,1.14
wet19,SRS4,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-SRS4-Lgr5,-29.63,43.58041667,11.36,13.5695,7.07,1.44
wet19,TS7,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS7-Lgr1,-13.64,44.41250909,13.29,14.08381818,6.92,1.61
wet19,SRS4,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-SRS4-Lgr3,-30.56,32.47012,10.03,9.6076,10.67,0.92
wet19,TS7,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS7-Lgr2,-15.06,40.83600833,14.25,12.88616667,5.72,1.26
wet19,TS7,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS7-Lgr4,-14.54,47.53798333,13.93,15.03133333,6.48,1.46
wet19,TS10,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS10-Lgr3,-7.87,51.61246,11.64,16.1736,6.29,1.39
wet19,TS10,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS10-Lgr1,-7.85,49.39578182,11.76,15.73672727,5.81,1.36
wet19,SRS4,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-SRS4-Lgr4,-30.12,43.75586667,10.87,13.70583333,8.82,1.3
wet19,SRS4,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-SRS4-Lgr1,-31.1,49.928,12,15.072,3.35,1
wet19,TS7,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS7-Lgr5,-15.43,42.14506667,13.98,13.73866667,5.02,1.38
wet19,TS9,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-TS9-Lgr2,-11.34,51.1198,13.95,14.96175,3.95,0.96
wet19,RB10,Mangrove Snapper,Lutjanus griseus,Predator,Predator,W19-RB-Lgr1,-30.4,49.52088889,12.04,15.51422222,8.66,1.1
dry19,SRS6,Mangrove tree crab,Aratus pisonii,Crab,Consumer,SRS6 MA1,-24.51,35.809,5.7,9.004,14.15,0.744
wet19,TS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-TS3-Mur3,-28.69,34.1711,8.09,10.5975,14.26,1.51
wet19,SRS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-SRS3-Mur3,-33.73,46.57608182,8.98,14.55181818,21.7,1.4
wet19,TS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-TS3-Mur4,-29.98,61.65155556,7.55,19.03822222,14.45,2.16
wet19,SRS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-SRS3-Mur1,-31.2,42.02757,8.19,12.767,24.75,1.21
wet19,SRS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-SRS3-Mur2,-29.94,45.90272,9.23,14.7172,24,1.27
wet19,TS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-TS3-Mur5,-29.11,45.79768889,7.91,14.18288889,12.99,0.97
wet19,TS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-TS3-Mur2,-29.18,46.57226667,7.09,14.54166667,14.1,1.05
wet19,TS3,Mayan Cichlid,Mayaheros urophthalmus,demersal_fish,Consumer,W19-TS3-Mur1,-20.97,50.4376,9.35,15.8455,16.15,1.36
wet19,SRS3,Mosquito Fish,Gambusia affinis,Forage_fish,Consumer,W19-SRS3-Gho1,-30.31,38.00543,9.42,11.0768,21,0.94
wet19,SRS3,Mosquito Fish,Gambusia affinis,Forage_fish,Consumer,W19-SRS3-Gho2,-30.18,41.7842,9.56,12.0155,21.61,0.73
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD1,-15.76,26.379,5.62,5.425,14.74,0.857
dry19,SRS4,Mud crab,Panopeidae,Crab,Consumer,SRS4 MD2,-25,24.328,7.34,4.548,10.76,0.487
dry19,SRS4,Mud crab,Panopeidae,Crab,Consumer,SRS4 MD2 dup,-28.98,28.985,7.8,5.671,4.29,0.543
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD2,-16.04,24.517,4.08,4.662,14.67,0.628
dry19,SRS4,Mud crab,Panopeidae,Crab,Consumer,SRS4 MD3,-30.87,25.063,5.87,4.688,0.76,0.425
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD3,-14.67,24.46,4.39,4.266,13.44,0.654
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD3dup,-31.19,25.28,6.14,5.039,14.29,0.797
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD4,-13.57,22.243,3.44,3.427,15.4,0.495
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD5,-14.65,22.558,3.93,3.937,15.21,0.567
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD6,-16.34,24.321,4.92,4.929,14.54,0.602
dry19,TS11,Mud crab,Panopeidae,Crab,Consumer,TS11 MD7,-17.6,32.744,5.53,7.688,13.29,0.725
dry19,SRS4,Mud crab,Panopeidae,Crab,Consumer,SRS4 NC1,-10.51,18.189,7.21,2.105,12.5,0.387
dry19,SRS4,Mud crab,Panopeidae,Crab,Consumer,SRS4 NC2,-28.55,26.312,6.53,5.232,4.49,0.399
dry19,SRS4,Mud crab,Panopeidae,Crab,Consumer,SRS4 NC3,-27.55,20.56,6.99,3.579,3.81,0.381
dry19,SRS4,Mud Crab,Panopeidae,Crab,Consumer,SRS4_MD3_d19,-31.32,28.19565217,6.61,5.677101449,3.04,0.55
wet19,RB10,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-RB10-Msi2,-30.47,43.70931,9.92,13.4126,20.61,1.03
wet19,RB10,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-RB10-Msi4,-30.88,38.31343,9.88,11.5206,21.17,0.98
wet19,RB10,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-RB10-Msi5,-28.99,32.64364,9.16,10.0008,22.76,0.93
wet19,RB10,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-RB10-Msi3,-29.64,44.06733636,9.48,13.18472727,21.47,0.98
wet19,RB10,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-RB10-Msi1,-28.17,41.74990833,9.41,12.729,23.76,0.99
wet19,SRS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-SRS3-Msi2,-28.14,48.39378889,10.08,14.74155556,21.97,1.25
wet19,SRS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-SRS3-Msi1,-29.82,49.28545,10.07,14.9736,20.81,1.28
wet19,SRS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-SRS3-Msi3,-28.76,35.31947,8.36,10.6098,23.21,1.21
wet19,TS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-TS3-Msi4,-25.62,49.84356,8.35,14.7322,16.36,0.99
wet19,TS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-TS3-Msi5,-25.77,47.00763333,8.69,14.214,14.08,1.03
wet19,TS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-TS3-Msi2,-27.62,63.66218889,7.97,19.41711111,19.12,0.87
wet19,TS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-TS3-Msi1,-25.62,51.76206364,9.19,15.82309091,14.42,1.03
wet19,TS3,Peacock Eel,Macrognathus siamensis,demersal_fish,Consumer,W19-TS3-Msi3,-26.5,45.90445,8.52,13.9522,18.22,1.02
wet19,TS11,Penaeid Shrimp,Penaeid,Shrimp,Consumer,W19-TS11-Pens1,-14.18,36.19887,6.67,9.71025,12.77,1.07
wet19,TS11,Penaeid Shrimp,Penaeid,Shrimp,Consumer,W19-TS11-Pens2,-14.92,37.61,6.89,9.9548,12.38,1
wet19,TS7,Pilchard,Sardina pilchardus OR Sardinops sagax,Forage_fish,Consumer,W19-TS7-Clu2,-18.93,37.82581818,8.97,11.32836364,5.6,1.12
wet19,TS7,Pilchard,Sardina pilchardus OR Sardinops sagax,Forage_fish,Consumer,W19-TS7-Clu1,-18.66,39.03923636,8.82,11.686,5.9,1.06
wet19,TS10,Pinfish,Lagodon rhomboides,demersal_fish,Consumer,W19-TS10-Lrh1,-9.87,51.37795,8.09,14.09966667,4.9,1.27
dry19,SRS6,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6 SH1,-25.4,41.484,8.08,11.129,5.16,0.942
dry19,SRS4,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS4 SH1,-26.33,39.485,10.81,11.126,13.96,1.056
dry19,TS7,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,TS7 SH1,-15.12,38.94,11.06,10.186,12.3,1.01
dry19,TS7,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,TS7 SH1dup,-15.69,37.209,10.78,10.294,11.51,1.134
dry19,SRS6,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6 SH2,-26.09,38.136,5.33,10.802,6.11,1.075
dry19,SRS6,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6 SH2 dup,-26.46,40.068,5.21,11.009,5.56,1.014
dry19,SRS6,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6 SH3,-25.57,38.894,7.03,10.18,6.76,0.954
dry19,SRS6,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6 SH4,-26.36,39.685,6.61,10.393,4.38,0.944
dry19,SRS6,Pink shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6 SH5,-27.64,37.933,8.18,9.792,8.05,0.921
dry19,SRS6,Pink Shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,SRS6_SH5_d19,-26.66,34.18007792,7.04,8.917662338,4.89,1.39
wet19,SRS4,Pink Shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,W19-SRS4-Pdu4,-31.32,40.57263333,7.01,12.42683333,4.8,0.83
wet19,SRS4,Pink Shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,W19-SRS4-Pdu5,-31.92,35.41796,8.08,10.6142,5.7,0.94
wet19,SRS6,Pink Shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,W19-SRS6-Pdu1,-28.11,37.61875,5.15,11.39966667,5.86,1.06
wet19,SRS6,Pink Shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,W19-SRS6-Pdu2,-28.87,42.70325556,7.93,13.34955556,3.41,1.1
wet19,TS7,Pink Shrimp,Farfantepenaeus duorarum,Shrimp,Consumer,W19-TS7-Pdu1,-17.98,40.86848,8.79,12.965,3.14,1.23
dry19,TS7,Pipefish,Syngnathus,demersal_fish,Consumer,TS7 PP1,-15.91,36.756,11.1,10.708,9.04,0.734
dry19,SRS6,Porceline crab,Petrolisthes armatus,Crab,Consumer,SRS6 PC1,-22.92,27.538,5.43,4.706,10.98,0.595
dry19,SRS6,Porceline Crab,Petrolisthes armatus,Crab,Consumer,SRS6_PC2_d19,-25.76,33.1225,6.28,6.916538462,10.19,0.89
dry19,TS7,Rainwater killifish,Lucania parva,Forage_fish,Consumer,TS7 RK1,-18.14,57.7,10.57,16,12.12,1.139
dry19,TS7,Rainwater killifish,Lucania parva,Forage_fish,Consumer,TS7 RK2,-17.76,41.049,9.67,11.466,11.77,0.938
dry19,TS9,Rainwater Killifish,,Forage_fish,Consumer,TS9_RK1_d19,-16.38,28.62389333,13.73,8.2944,12.68,1.17
wet19,TS7,Rainwater Killifish,Lucania parva,Forage_fish,Consumer,W19-TS7-Lpa1,-18.01,33.07695556,11.95,11.90246154,8.19,1.31
wet19,TS7,Rainwater Killifish,Lucania parva,Forage_fish,Consumer,W19-TS7-Lpa2,-18.61,38.57184167,12.2,11.71633333,7.19,1.27
wet19,TS7,Rainwater Killifish,Lucania parva,Forage_fish,Consumer,W19-TS7-Lpa3,-19.94,38.43989167,11.52,11.98066667,6.4,1.19
wet19,TS9,Rainwater Killifish,Lucania parva,Forage_fish,Consumer,W19-TS9-Lpa1,-15.65,40.84645556,12.66,12.36377778,9.5,1.22
wet19,TS9,Rainwater Killifish,Lucania parva,Forage_fish,Consumer,W19-TS9-Lpa2,-15.87,39.67712727,12.96,11.90090909,8.4,1.14
dry19,RB10,Redear sunfish,Lepomis microlophus,demersal_fish,Consumer,RB10 RE1(m),-30.5,47.667,12.82,14.87,25.16,1.017
dry19,RB10,Redear sunfish,Lepomis microlophus,demersal_fish,Consumer,RB10 RE1(m)dup,-30.54,53.173,12.69,16.458,22.8,1.105
wet19,RB10,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-RB10-Lmi1,-28.08,49.01893333,9.7,15.25911667,22.29,1
wet19,RB10,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-RB10-Lmi3,-28.76,32.45413333,9.35,10.14894167,22.47,1.2
wet19,RB10,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-RB10-Lmi5,-30.86,43.24893333,8.51,13.47586667,22.44,1.15
wet19,RB10,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-RB10-Lmi2,-29.76,49.015,8.55,15.26636364,19.69,1.35
wet19,RB10,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-RB10-Lmi4,-27.64,46.54546667,8.94,14.54577778,13.5,1.07
wet19,TS3,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-TS3-Lmi2,-30.17,50.23951667,9.11,15.27833333,14.85,1.02
wet19,TS3,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-TS3-Lmi1,-30.2,45.26243636,8.88,13.92,16.04,1.19
wet19,TS3,Redear Sunfish,Lepomis microlophus,demersal_fish,Consumer,W19-TS3-Lmi3,-26.14,49.40363636,8.3,15.47909091,16.6,1.05
dry19,TS9,Redfin Needle Fish,Strongylura notata,Predator,Predator,TS9_NF1_d19,-15.85,38.61927711,12.29,10.97325301,10.87,1.75
wet19,TS10,Redfin Needle Fish,Strongylura notata,Predator,Predator,W19-TS10-Sno2,-11.09,34.80316364,11.3,10.97636364,2.59,1.89
wet19,TS10,Redfin Needle Fish,Strongylura notata,Predator,Predator,W19-TS10-Sno1,-9.04,45.61148235,10.94,14.76517647,4.76,1.46
wet19,SRS4,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS4-Pla2,-30.73,47.03757273,4.34,13.36509091,12.91,1.23
wet19,SRS4,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS4-Pla1,-31.85,48.583,6.27,14.8595,10.63,1.2
wet19,SRS6,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS6-Pla1,-28.34,42.87508889,6.38,12.454,-3.86,0.98
wet19,SRS4,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS4-Pla3,-33.07,45.96509091,4.79,13.61527273,5.78,1.1
wet19,SRS3,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS3-Pla1,-31.1,46.5623,9.18,10.6136,20.98,0.78
wet19,SRS6,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS6-Pla2,-28.92,43.63259,5.23,12.6584,0.56,0.9
wet19,SRS6,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS6-Pla3,-28.21,40.4275125,5.47,11.596,-5.53,0.84
wet19,SRS3,Sailfin Molly,Poecilia latipinna,Forage_fish,Consumer,W19-SRS3-Pla2,-32.55,51.31285,8.99,9.949,19.41,0.74
dry19,SRS6,Salt marsh mud crab,Panopeus obesus,Crab,Consumer,SRS6 MD1,-21.03,26.677,5.33,5.306,9.76,0.609
dry19,SRS6,Salt marsh mud crab,Panopeus obesus,Crab,Consumer,SRS6 MD2,-26.4,39.334,8.13,10.216,11,0.53
dry19,SRS6,Salt marsh mud crab,Panopeus obesus,Crab,Consumer,SRS6_MD1_d19,-21.73,23.98078873,5.47,4.75915493,8.66,0.58
wet19,SRS6,Salt marsh mud crab,Panopeus obesus,Crab,Consumer,W19-SRS6-Pob2,-25.31,39.41636,7.72,11.3138,1.28,0.79
wet19,SRS6,Salt marsh mud crab,Panopeus obesus,Crab,Consumer,W19-SRS6-Pob3,-27.23,27.52901,6.62,4.537272727,5.24,0.45
wet19,TS11,School Master Snapper,Lutjanus apodus,Predator,Predator,W19-TS11-Lap1,-13.94,50.20119091,8.95,15.74727273,11.81,1.43
wet19,TS11,School Master Snapper,Lutjanus apodus,Predator,Predator,W19-TS11-Lap2,-14.03,43.5598,8.45,13.2248,11.21,1.91
dry19,TS10,Seahorse,seaspp,demersal_fish,Consumer,TS10 HR1,-13.87,39.348,6.4,11.264,9.83,0.869
dry19,TS10,Seahorse,seaspp,demersal_fish,Consumer,TS10_HR2_d19,-9.15,36.55557447,8.63,12.4793617,7.48,0.59
wet19,SRS6,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-SRS6-Egu2,-28.66,37.49213,8.85,11.3306,-6.47,1.6
wet19,TS11,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-TS11-Egu1,-12.91,44.13276364,7.93,13.70454546,6.12,1.38
wet19,TS11,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-TS11-Egu2,-12.99,48.232875,8.18,14.85925,5.41,1.26
wet19,TS10,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-TS10-Egu1,-10.07,43.17152,9.4,13.687,1.4,1.59
wet19,TS11,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-TS11-Egu3,-11.9,38.93315,7.31,11.38654546,10.03,1.17
wet19,SRS6,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-SRS6-Egu1,-27.37,42.36421818,9.24,13.03854546,-3.86,1.28
wet19,TS10,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-TS10-Egu2,-11.08,9.58648,9.35,2.912755556,2.16,1.27
wet19,TS10,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-TS10-Egu3,-11.54,43.13385455,9.27,12.99236364,2.21,1.18
wet19,SRS6,Silver Jenny,Eucinostomus gula,demersal_fish,Consumer,W19-SRS6-Egu3,-28.65,43.21745,9.97,12.90125,-6.37,1.33
dry19,SRS3,Slough crayfish,Procambarus fallax,Benthic_invert,Consumer,SRS-PROFAL-1,-28.61,19.98575343,4.1,5.305726027,20.83,0.40995283
dry19,SRS3,Slough crayfish,Procambarus fallax,Benthic_invert,Consumer,SRS-PROFAL-2,-30.56,23.86364198,4.18,6.04062963,21.63,0.398753213
dry19,SRS3,Slough crayfish,Procambarus fallax,Benthic_invert,Consumer,SRS-PROFAL-3,-29.49,23.00047917,3.84,5.56109375,21.35,0.365125628
dry19,TS10,Snapping shrimp,Alpheus heterochaelis,Shrimp,Consumer,TS10 SA1,-14.26,32.389,11.03,8.068,10.91,0.867
dry19,TS10,Snapping shrimp,Alpheus heterochaelis,Shrimp,Consumer,TS10 SA1dup,-14.5,30.824,10.27,7.205,7.12,0.245
dry19,TS10,Snapping shrimp,Alpheus heterochaelis,Shrimp,Consumer,TS10 SA2,-15.73,32.008,11.4,8.206,10.95,1.021
wet19,TS9,Snapping Shrimp,Alpheus heterochaelis,Shrimp,Consumer,W19-TS9-Ahe2,-18.04,44.21463333,11.87,12.68866667,1.03,1.04
wet19,TS9,Snapping Shrimp,Alpheus heterochaelis,Shrimp,Consumer,W19-TS9-Ahe1,-17.61,37.3224125,11.45,10.7885,0.85,1.2
wet19,TS9,Snapping Shrimp,Alpheus heterochaelis,Shrimp,Consumer,W19-TS9-Ahe3,-15.22,44.126175,11.12,12.8205,2.02,1.3
dry19,TS10,Spider crab,Majidae,Crab,Consumer,TS10 SC1,-12.04,23.941,3.27,3.799,10.64,0.446
dry19,TS10,Spider crab,Majidae,Crab,Consumer,TS10 SC2,-15.15,28.684,5.34,5.606,7.04,0.306
dry19,RB10,Spotted sunfish,Lepomis marginatus,demersal_fish,Consumer,RB10 SO1(m),-30.33,48.982,10.94,14.929,25.79,1.143
wet19,RB10,Spotted Sunfish,Lepomis punctatus,demersal_fish,Consumer,W19-RB10-Lpu2,-29.5,48.40792,11.23,15.0926,22.73,1.3
wet19,RB10,Spotted Sunfish,Lepomis punctatus,demersal_fish,Consumer,W19-RB10-Lpu1,-30.59,46.92185833,9.79,14.38016667,24.85,1.23
