rep,vol_2012,vol_2013,vol_2014,vol_2015,vol_2017,vol_2018,vol_2019,vol_2020,vol_2021
1,3.2618238380987132,48.45381590181998,2.9674140562892357,3.285261492512736,5.21516210324351,1.756285345496263,7.7098992294782684,16.62607187639972,51.70204847047944
2,9.184669204577462,49.92482005785026,3.6211466993624932,5.070775128957383,8.501897362484215,4.5490217814025105,8.690001559020333,11.912322350304768,50.510693158776384
3,4.842998265796738,43.67964781994791,2.7825739017763915,5.924225951407943,9.752303869888692,2.642910028358472,6.671819406124703,13.797342857078576,98.7468434719614
4,4.168891852670721,58.36673383089728,2.2653162887908342,4.045337480907571,5.472686078539546,2.125780173514582,12.86788084029292,11.585278931714736,41.37354282554174
5,3.401800459956878,97.017688255955,2.6792274298946297,1.8727740059992173,6.958331021021778,3.7110294211155126,6.171712658017134,6.633555507599895,94.1835307058657
6,5.562004121087741,59.065729310978796,1.8713488382429815,3.4130145876905944,5.721685545214673,3.2010680755298675,8.040074438718747,9.039946136365645,54.68880344117756
7,6.383809996740283,78.98796207647155,2.9763444677188473,6.365209550695157,6.657734230155979,4.964150258465992,12.663642550801079,10.420731776162608,67.77280191491425
8,7.136799679990547,61.349275268776715,2.985676834315069,6.514869778040422,6.908873084703946,6.2665705585656175,8.499257019928221,14.16864070125979,69.70407239494934
9,4.297177557162505,38.08931847535621,3.861640277363976,2.2589401044323667,5.967710180915737,4.452404407019705,12.231375882091097,14.123704944879508,71.80116613558687
10,6.220483536727752,89.35974017864642,1.4861760545832412,3.0457616791358775,5.286204503127192,3.845777295015725,8.680091367709938,8.08998486510443,64.07644285285998
11,5.186515737434179,62.66069649675669,3.025192387497351,4.701324282533148,6.207755850236183,3.691999857277029,10.1364303477412,13.390181317046915,56.035114361584434
12,6.25486875408149,41.85308033786955,2.885111562867807,3.8715324519358925,5.594251025872947,3.6546074897216654,8.95479210316118,10.950837505131155,110.40647800667351
13,4.933501653817866,40.13059951505437,3.2925525120550163,4.751834264590096,7.5043152147417596,2.425518215222628,10.86701869102388,8.50014531468135,52.0744733812165
14,3.042925031081508,68.57603699224741,3.2494624123928757,3.730278119482346,8.158010511386813,1.653358088275219,7.590012433132758,14.614941749224514,71.42010367069336
15,5.117342548451616,37.96874623521208,2.9163908723060685,4.852002152812414,9.504646604880355,4.784690545665082,9.87656530905827,11.60007490276621,100.42863292394874
16,4.933994772928447,74.75926511799247,2.3517287185193823,6.828272248603821,5.893190354604832,3.5958794976963566,11.354919485368587,8.160649010582087,53.95667189838105
17,5.631890818817694,80.53882178025333,2.864523703488115,4.93236564404364,4.862132143348187,4.9832217578273355,12.06148699948335,13.734729139478366,72.99158859919147
18,6.823341071103952,60.349971254650036,3.710175677022852,3.671656812048935,7.917450841988984,3.3294257122854782,8.96401692229649,13.344110986049353,62.037481794121696
19,4.382943043892001,49.28906158005647,2.315028194868968,4.476703406032987,5.870713085805149,3.859036709643355,9.119365091051398,10.324193380533284,101.44766677119665
20,7.512512841785802,52.80979154233108,2.172880655555107,2.950939828068435,3.846127347716802,4.61421789982057,9.133539345135691,15.866347585833145,38.880877858825976
